Name,TotalForce,COP X,COP Y,Velocity X,Velocity Y,time stamp
Chengyi,61.63113,141.6654,-109.9321,103.2906,-101.4389,2020/10/22 16:04:38
Chengyi,60.06312,152.4087,-113.0591,537.1636,-156.3515,2020/10/22 16:04:38
Chengyi,59.51606,169.0304,-114.7399,831.0852,-84.03587,2020/10/22 16:04:38
Chengyi,60.38416,193.5149,-116.0623,1224.227,-66.12358,2020/10/22 16:04:38
Chengyi,60.59608,190.8466,-117.8008,-133.4167,-86.92551,2020/10/22 16:04:38
Chengyi,60.45849,184.5551,-117.7891,-314.5767,0.585556,2020/10/22 16:04:38
Chengyi,59.8831,174.8824,-118.7443,-483.6357,-47.75848,2020/10/22 16:04:39
Chengyi,59.84941,168.3857,-119.041,-324.8337,-14.83612,2020/10/22 16:04:39
Chengyi,60.32325,168.6973,-117.8504,15.58075,59.53293,2020/10/22 16:04:39
Chengyi,60.88018,164.3048,-115.1521,-219.6236,134.9125,2020/10/22 16:04:39
Chengyi,61.28052,145.8892,-111.1254,-920.7794,201.3363,2020/10/22 16:04:39
Chengyi,61.5125,137.3585,-107.762,-426.5388,168.1694,2020/10/22 16:04:39
Chengyi,61.83748,135.623,-106.268,-86.77521,74.69826,2020/10/22 16:04:39
Chengyi,61.94892,133.403,-104.1575,-111.0001,105.5275,2020/10/22 16:04:39
Chengyi,62.33346,129.1392,-101.1336,-213.1874,151.1925,2020/10/22 16:04:39
Chengyi,62.42163,126.1151,-98.86085,-151.207,113.6395,2020/10/22 16:04:39
Chengyi,62.3692,124.6521,-97.48224,-73.1472,68.93044,2020/10/22 16:04:39
Chengyi,62.62552,120.3947,-96.13784,-212.87,67.21992,2020/10/22 16:04:39
Chengyi,62.13457,112.4366,-94.30242,-397.905,91.77094,2020/10/22 16:04:39
Chengyi,61.76805,104.2752,-92.12524,-408.0734,108.8589,2020/10/22 16:04:39
Chengyi,61.56352,106.9945,-90.60811,135.9669,75.85678,2020/10/22 16:04:39
Chengyi,61.35968,119.2078,-86.3371,610.6636,213.5502,2020/10/22 16:04:39
